x,y,current_ice,temperature,wind_speed,wind_dir,ice_6h,ice_12h,ice_24h
1348.3444278505049,628.0936409661743,0.5719958782835928,-5.552291377665341,72.02679239473956,134.51069464801145,0.5687309980027229,0.48302518488917934,0.5491483643528012
3422.5715030756983,592.7491177727995,0.8054323292999863,-19.828409136845014,68.72830044131277,119.84835464330519,0.8981579108781833,0.8852883958178336,1.0
2635.1781905210582,2175.010993250488,0.760160929790159,1.171836900644447,9.575419866335766,63.41540850102962,0.7956139649432616,0.94858770462982,0.64448344786107
2155.170543109332,598.9108796388147,0.15389990469377368,-6.6065128279227565,92.25724049058,218.61600123653565,0.15128507436068758,0.27066099069830557,0.3080464398693527
561.6671055927715,652.6793427087144,0.1492494697414739,-20.283883493291373,56.84722021568196,171.5846977831064,0.2700666608532105,0.46613107747275595,0.3731573322632865
561.5802732103296,1822.5558298031128,0.2681743677449133,3.8701417244362055,36.372552113568425,311.6523572366413,0.2599172299260128,0.3127506904358223,0.22796977872709515
209.10100380551805,1079.375621881296,0.3610747263410372,-9.44903609994038,75.65385834953067,11.55944897354097,0.45634700957487934,0.38772581587981814,0.6231281946121665
3118.2341247897666,1864.105336692435,0.4084555814084826,-22.81304644385035,25.736545840163405,231.79245391984549,0.48650716515308906,0.5541590431714695,0.7545796573712904
2164.0140422755517,156.87877815452458,0.6796972168333453,-6.195012867547984,69.35098370463204,274.66159626416203,0.7289258462152184,0.7871049045001062,0.7534562112677313
2549.0612800657636,1170.1708648161223,0.056680432165835404,-17.40403278961569,3.971120757224722,273.41516490779054,0.12031235561869022,0.22300539851724094,0.34372251883985616
74.1041794648888,80.67264043987832,0.034672704226066386,-0.8891964436809268,83.9408037609272,318.98662815438905,0.04159065816393363,0.01194247704919207,0.1652488868807935
3491.6754677831796,150.36768829285086,0.391910562943909,-0.4653377930142817,44.81708470213185,262.45214741861787,0.41108380954921026,0.28356455968560595,0.28395547133416477
2996.793506881518,2175.4498880265864,0.6971636921379805,4.368420675639857,63.66929143579417,334.0116221931707,0.7139894172091557,0.9401552903489394,0.6883838371423245
764.4207984417942,334.18889068222836,0.19343534295648257,-9.943914069264888,22.123781980668365,119.75637593552092,0.1704591533180925,0.26114748108467845,0.5095484650698112
654.5698819455622,1277.8096374605211,0.6415044812562517,-11.351293608167886,67.7073712658448,181.1553900305555,0.7625242498543596,0.7141215461160703,0.9076956694783137
660.2562354723617,986.6294462416957,0.25982813794029946,-2.395731836605581,77.22402758932766,5.068678781840643,0.18355138305901325,0.302307689345131,0.3335842241251816
1095.2720746543357,833.6239830212224,0.8860861088135163,-21.025880309742202,47.321318688439874,2.5047314291848366,0.9354246863569489,1.0,1.0
1889.1231538760562,2159.600029649454,0.8956899442666165,-8.592534586206273,61.77269240617943,86.44558336254715,0.9293757646672629,0.9823068047608382,1.0
1555.0020671116167,52.3761522611748,0.2972872042813265,-8.612571996074472,45.63259238223986,36.290590970070696,0.3547654069591271,0.47396379561764657,0.5351609542745172
1048.4249047129508,1593.0952468214139,0.2299937539632405,-22.315806315688384,89.40913692578455,93.6760924568713,0.40142756772671934,0.4052802503411464,0.35762271015092684
2202.670421000566,2312.146642112521,0.41130397206623126,-12.460477434792592,49.78691805143192,63.73558603022306,0.3700948798405913,0.42169810129124113,0.43171116476910115
502.1778983473506,1344.4036403084206,0.24053158518014872,0.5985439570160587,84.18087090288189,10.267208941913367,0.22132042601214114,0.23994717612481578,0.385805272124049
1051.7207347267854,2248.3739088794205,0.6723838432917036,0.6846086598398067,80.13520582702486,327.3494927061778,0.5714884070100436,0.6461241769955172,0.5135352945855436
1318.90263585729,125.41891028645705,0.8260646845482855,-22.02287005240957,41.050482134835654,2.960327300000949,0.9143365941538173,1.0,1.0
