x,y,vx,vy,wind_speed,wind_dir,current_speed,current_dir,dx_10,dy_10,dx_30,dy_30,dx_60,dy_60
1373.4364040810324,2191.5714741018155,16.37062582083628,34.241478036812886,73.1993941811405,215.5170543109332,3.1203728088487304,56.158027321032954,3.5250880126248845,7.989969382063581,12.791248854674143,21.62242822168631,19.38118523371532,49.67535446749641
2180.2998420560903,406.886493434492,8.979378592353422,-45.58276470583445,29.214464853521815,131.890263585729,9.12139968434072,282.6633461014849,1.5092154930509363,-11.752941600534909,5.458121466888494,-30.257798134645306,13.428576214316331,-71.54727984561937
216.92097179174255,2100.504884573321,-124.62699429446319,-18.506102123412308,25.87799816000169,238.5080223674335,6.2342215217882195,187.22448762401189,-31.298388214356038,-4.995300737783113,-96.6066644974141,-15.406596756020514,-188.32240775457413,-24.58778650646172
1055.1773329370944,1293.9313829481466,33.63175665823518,-4.1091204703338,14.092422497476264,288.79091307145427,1.4910128735954165,355.2792971761862,7.380111807009918,-1.4059863890780333,25.92653334979014,-1.0123966285252122,49.0101122738169,-6.720657635492152
1157.3398938332514,815.4033084588435,-253.65181639850647,35.65603468759395,72.96061783380641,229.5206896878767,17.74425485152653,169.99737305830175,-66.62147348021375,9.920629548915946,-190.05420758217898,26.107735640278353,-380.20244226815316,47.521345287588254
3185.7260113487164,648.4429041275249,78.6450714997142,35.5339749905538,41.038292303562976,271.99840987549754,4.575963309832449,27.712767538365476,19.01244678229751,9.512115403996358,59.18973620512056,28.705287567019905,115.86144796793924,52.317976046037394
874.9795526426017,1039.637134977764,2.5662947135778365,-4.911973785637186,81.80147659224932,309.86300997228363,0.13904261062381407,183.86902892792367,2.951670187393178,-1.014180165484741,2.4710679185153124,-3.8419039748375874,-1.9068715755303698,-7.44750230480343
1068.45768088339,181.15128417997215,-8.520581974131,16.125570040892978,60.956433397989684,180.96444836239013,1.029575024999787,100.31272712518012,-1.1613331732848753,2.9176248888555376,-3.414660370979772,9.12040235252776,-11.02030167979569,30.759721938769403
406.98521818498824,1937.6654902963235,-6.420976254627629,-2.3873659457697047,32.07800649717358,67.14666374394753,0.8155028310952783,212.72145954776704,-2.7313041791678963,1.3014327270961792,-6.477263334163649,-2.473720105532042,-7.190912729832434,-7.273641867956423
2878.5554806841337,1321.4417855188171,19.38125595902782,-8.28746428756616,52.965057835600646,87.0668247241626,1.8620553561179842,322.99767286319764,5.152103823538328,-1.6475554041073202,13.09339169326293,-5.722913723020042,29.95110135843777,-14.574250685428343
117.20938507714354,453.77771311849705,40.08682448067728,252.47633975387345,54.87337893665861,249.08227116936956,13.039225190052012,80.73695140580152,11.02852008509792,65.44217241606533,29.544571557963298,187.75833895627693,57.46169343213935,376.2670787759139
3408.2358861583148,964.8149942668729,-312.77975641368397,-15.327932224156912,89.20465551771133,227.20990535901464,15.896226070832968,180.94935351786916,-78.46862400369571,-2.9575146127288776,-233.58092870991726,-11.650442622136037,-471.7100157747311,-27.536440010292964
2993.8646831573133,797.2284113438109,-153.2598046800197,-429.2389020480639,16.94927466860925,200.44845448500607,18.72309548321562,250.5707268029903,-37.87675293536963,-106.62290753939072,-112.64735487474951,-319.6937248049814,-234.02271512390084,-646.6718281918412
2851.8279286269462,1882.2494682941976,-206.6093824131234,-10.342817311304819,86.70723185801037,328.76659892032967,10.226847977218757,180.54586608739186,-52.598859321267845,-2.875746701881132,-155.9866483778747,-7.583431705986969,-302.97009791966457,-21.11602154473247
1074.240257236167,1399.8331732518236,-85.30696196961391,102.87285329943592,3.050024993904943,13.44534794971719,16.452011213193167,129.66863090805464,-21.270926615201404,24.92016914093178,-59.43222926507017,78.49938529278957,-134.0358707143937,154.86864289346215
2803.6330622135924,695.8309527765633,7.195844824339335,0.29061856172111533,43.89714207056361,28.244297283215744,0.5070148683091502,346.55342928405304,3.961192232545641,0.5686539139371,2.7221448350556416,2.165043142157397,17.160235827546902,3.533323624235113
1526.6402122544857,645.0081769025464,3.2263016900498473,-0.8260276848844721,35.597267865126156,272.82459976717286,0.28786977259511737,41.786150582489846,-3.1631501290461923,-1.461120431262216,1.8839483098518226,-3.266468611916973,9.736686446869676,-5.529465661208606
2259.318412949989,199.66882149849795,108.19073381936356,-143.8760443554746,37.46126146264712,225.3095696571251,10.062725171601754,308.33634282779605,27.18671324125134,-35.15806994105794,84.5075001018395,-110.53283646584076,168.68520085301412,-221.67032993177938
3300.9803498401857,949.4258031617034,65.5488257405475,20.728262829810365,96.11905638239142,325.92623110418293,3.915822695785929,24.970068315059564,15.665384971690502,6.222611518502631,49.91896351875411,14.07631390168367,101.022038237121,32.01429280734538
2599.2415489332116,1867.6580468466668,118.37693636967508,-307.2065630895322,28.203457257130648,63.878235760700214,15.012295032817168,290.46050613621503,29.327630155167878,-75.45591945810794,90.53367477027133,-228.6792077766192,181.4818409759756,-460.74683310940003
1188.16864350408,2070.151102691641,236.137098570829,149.85631052933203,38.92016787341631,3.9015545329074097,18.107639528385274,32.86320364300808,57.80216001418469,35.977006355919166,179.55954808417508,114.07160307493983,356.07800730739996,226.66950232179087
410.10075036554724,1187.7246703456792,124.59230088904171,-107.17139677499821,5.755876001664428,197.8303976365448,8.83061002746754,319.57350579298793,31.448096773888217,-27.413725247872307,92.44500252647727,-79.88629532841016,182.5441983090706,-164.97948648562698
2863.5185286755086,2183.946870244489,155.04216341852094,69.2546797309208,98.6001063822871,271.216146693219,7.525191710618316,30.060258011520755,38.737866986270184,16.960136745129883,116.96621201118018,50.18618796881102,234.12128467050493,108.48023633538894
3371.3866648134426,924.7152749521489,88.70019829184564,-24.94323744353245,28.571208628186074,312.6956861482057,4.471916770389052,346.76011419862004,22.294677873716626,-7.182549129195615,66.5771426501639,-17.651014176372424,137.40372826115356,-34.53704368704305
